FIRING_HEADER_ROW,Time Cue Number,Ignition Event Time,Number Of Devices,Duration,Coordinates,Chain Identifier,Lockout Identifier,Device Delay,Prefire Delay,Effect Name,Caliber,Category,Angles,Position Name,Animation Description,Module Description,Module Address,Slat Address,Pin Address,Firing Notes,Product ID,Manufacturer Product ID,Animation ID,Location Primary,Location Secondary,Price Per Device,Mortar Caliber,Track Identifier
,,720.002,,,,,,,,White Willow Comet,,,,,,,1,5,2,,,,,,,,,
,,721.23,,,,,,,,White Willow Comet,,,,,,,1,5,3,,,,,,,,,
,,722.459,,,,,,,,White Willow Comet,,,,,,,1,5,6,,,,,,,,,
,,723.688,,,,,,,,White Willow Comet,,,,,,,1,5,7,,,,,,,,,
,,724.916,,,,,,,,White Willow Comet,,,,,,,3,2,6,,,,,,,,,
,,726.145,,,,,,,,White Willow Comet,,,,,,,3,2,0,,,,,,,,,
,,727.374,,,,,,,,White Willow Comet,,,,,,,3,2,1,,,,,,,,,
,,728.602,,,,,,,,White Willow Comet,,,,,,,3,2,2,,,,,,,,,
,,729.831,,,,,,,,White Willow Comet,,,,,,,3,2,3,,,,,,,,,
,,731.06,,,,,,,,White Willow Comet,,,,,,,3,2,4,,,,,,,,,
,,732.288,,,,,,,,White Willow Comet,,,,,,,3,2,5,,,,,,,,,
,,733.604,,,,,,,,Gold Comet,,,,,,,0,4,1,,,,,,,,,
,,734.746,,,,,,,,Gold Comet,,,,,,,0,4,2,,,,,,,,,
,,735.974,,,,,,,,Gold Comet,,,,,,,0,4,3,,,,,,,,,
,,737.203,,,,,,,,Gold Comet,,,,,,,0,4,4,,,,,,,,,
,,738.432,,,,,,,,Gold Comet,,,,,,,0,4,5,,,,,,,,,
,,739.66,,,,,,,,Gold Comet,,,,,,,0,4,6,,,,,,,,,
,,740.889,,,,,,,,Gold Comet,,,,,,,0,4,7,,,,,,,,,
,,742.118,,,,,,,,Gold Comet,,,,,,,2,3,8,,,,,,,,,
,,743.346,,,,,,,,Gold Comet,,,,,,,2,3,9,,,,,,,,,
,,744.575,,,,,,,,Gold Comet,,,,,,,2,3,10,,,,,,,,,
,,745.804,,,,,,,,Gold Comet,,,,,,,2,3,11,,,,,,,,,
,,747.032,,,,,,,,Gold Comet,,,,,,,2,3,12,,,,,,,,,
,,748.261,,,,,,,,Gold Comet,,,,,,,2,3,13,,,,,,,,,
,,749.49,,,,,,,,Gold Comet,,,,,,,2,3,14,,,,,,,,,
,,750.718,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,0,4,15,,,,,,,,,
,,751.947,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,0,5,0,,,,,,,,,
,,753.176,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,0,5,1,,,,,,,,,
,,754.404,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,0,5,2,,,,,,,,,
,,755.633,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,0,5,3,,,,,,,,,
,,756.862,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,0,5,4,,,,,,,,,
,,758.09,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,0,5,5,,,,,,,,,
,,759.319,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,2,3,15,,,,,,,,,
,,760.548,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,2,4,0,,,,,,,,,
,,761.776,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,2,4,1,,,,,,,,,
,,763.005,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,2,4,2,,,,,,,,,
,,764.234,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,2,4,3,,,,,,,,,
,,765.462,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,2,4,4,,,,,,,,,
,,766.66,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,5,,,,,,,,,
,,766.691,,,,,,,,Gold Comet w/ Purple Mine,,,,,,,2,4,5,,,,,,,,,
,,770.539,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,6,,,,,,,,,
,,772.851,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,7,,,,,,,,,
,,774.801,,,,,,,,25 Shot Ear Shape Chrys Cake,,,,,,,0,1,10,,,,,,,,,
,,806.15,,,,,,,,25 Shot Ear Shape Chrys Cake,,,,,,,2,2,5,,,,,,,,,
,,843.07,,,,,,,,20 Shot Gold Horsetail Cake Fan,,,,,,,1,0,15,,,,,,,,,
,,858.673,,,,,,,,20 Shot Gold Horsetail Cake Fan,,,,,,,2,1,10,,,,,,,,,
,,934.496,,,,,,,,,,,,,,,2,2,3,,,,,,,,,
,,975.975,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,12,,,,,,,,,
,,977.753,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,4,,,,,,,,,
,,979.531,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,13,,,,,,,,,
,,981.308,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,8,,,,,,,,,
,,982.551,,,,,,,,13 Shot Fan Crackling Crossette Cake,,,,,,,1,3,10,,,,,,,,,
,,983.086,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,9,,,,,,,,,
,,984.864,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,10,,,,,,,,,
,,986.642,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,5,,,,,,,,,
,,988.419,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,11,,,,,,,,,
,,990.197,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,6,,,,,,,,,
,,991.975,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,7,,,,,,,,,
,,994.856,,,,,,,,25 Shot Red Green Blue Yellow Pink Mine To Red Green Blue Yellow Pink Chrys Cake Fan,,,,,,,2,0,10,,,,,,,,,
,,1012.703,,,,,,,,10 Shot Popcorn Crackle Chrys Cake,,,,,,,3,0,1,,,,,,,,,
,,1050.26,,,,,,,,10 Shot Popcorn Crackle Chrys Cake,,,,,,,0,0,8,,,,,,,,,
,,1063.409,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,0,,,,,,,,,
,,1067.464,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,2,,,,,,,,,
,,1069.632,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,1,,,,,,,,,
,,1071.82,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,3,,,,,,,,,
,,1072.631,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,14,,,,,,,,,
,,1074.126,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,15,,,,,,,,,
,,1084.874,,,,,,,,,,,,,,,1,3,13,,,,,,,,,
,,1089.843,,,,,,,,Pink Comet,,,,,,,1,4,1,,,,,,,,,
,,1089.843,,,,,,,,Pink Comet,,,,,,,1,4,2,,,,,,,,,
,,1089.843,,,,,,,,Pink Comet,,,,,,,1,4,3,,,,,,,,,
,,1089.843,,,,,,,,Pink Comet,,,,,,,1,4,4,,,,,,,,,
,,1089.843,,,,,,,,Pink Comet,,,,,,,1,4,5,,,,,,,,,
,,1089.843,,,,,,,,Pink Comet,,,,,,,1,4,6,,,,,,,,,
,,1089.843,,,,,,,,Pink Comet,,,,,,,1,4,7,,,,,,,,,
,,1094.041,,,,,,,,15 Shot Red White & Blue Above Mine Fan,,,,,,,1,2,12,,,,,,,,,
,,1099.339,,,,,,,,White Willow Comet,,,,,,,0,2,0,,,,,,,,,
,,1099.339,,,,,,,,White Willow Comet,,,,,,,3,1,0,,,,,,,,,
,,1100,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,0,,,,,,,,,
,,1102.2,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,1,,,,,,,,,
,,1104.4,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,2,,,,,,,,,
,,1106.6,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,3,,,,,,,,,
,,1108.8,,,,,,,,Palm w/ Green Pistil,,,,,,,2,5,4,,,,,,,,,
,,1112.478,,,,,,,,Pink Comet,,,,,,,0,3,6,,,,,,,,,
,,1112.478,,,,,,,,Pink Comet,,,,,,,3,1,7,,,,,,,,,
,,1112.645,,,,,,,,Pink Comet,,,,,,,0,3,4,,,,,,,,,
,,1112.645,,,,,,,,Pink Comet,,,,,,,3,1,6,,,,,,,,,
,,1112.811,,,,,,,,Pink Comet,,,,,,,0,3,3,,,,,,,,,
,,1112.811,,,,,,,,Pink Comet,,,,,,,3,1,5,,,,,,,,,
,,1112.978,,,,,,,,Pink Comet,,,,,,,0,3,2,,,,,,,,,
,,1112.978,,,,,,,,Pink Comet,,,,,,,3,1,4,,,,,,,,,
,,1113.145,,,,,,,,Pink Comet,,,,,,,0,3,1,,,,,,,,,
,,1113.145,,,,,,,,Pink Comet,,,,,,,3,1,3,,,,,,,,,
,,1113.311,,,,,,,,Pink Comet,,,,,,,0,3,0,,,,,,,,,
,,1113.311,,,,,,,,Pink Comet,,,,,,,3,1,2,,,,,,,,,
,,1113.36,,,,,,,,15 Shot Timerain Crackling Cake,,,,,,,1,0,3,,,,,,,,,
,,1113.36,,,,,,,,15 Shot Timerain Crackling Cake,,,,,,,2,1,7,,,,,,,,,
,,1113.478,,,,,,,,Pink Comet,,,,,,,0,2,15,,,,,,,,,
,,1113.478,,,,,,,,Pink Comet,,,,,,,3,1,1,,,,,,,,,
,,1114.198,,,,,,,,13 Shot Fan Crackling Crossette Cake,,,,,,,1,3,14,,,,,,,,,
,,1162.023,,,,,,,,9 Shot Gold Chrys Cake,,,,,,,1,1,0,,,,,,,,,
,,1200.171,,,,,,,,130 Shot Z Shape Gold Glittering Comet w/ Tail Cake,,,,,,,1,3,1,,,,,,,,,
,,1224.305,,,,,,,,21 Shot Crackling Palm Cake,,,,,,,1,0,0,,,,,,,,,
,,1224.305,,,,,,,,21 Shot Crackling Palm Cake,,,,,,,2,1,9,,,,,,,,,
,,1271.376,,,,,,,,25 Shot Ear Shape Chrys Cake,,,,,,,2,2,0,,,,,,,,,
,,1272.771,,,,,,,,25 Shot Ear Shape Chrys Cake,,,,,,,0,1,7,,,,,,,,,
,,1314.638,,,,,,,,25 Shot Red Green Blue Yellow Pink Mine To Red Green Blue Yellow Pink Chrys Cake Fan,,,,,,,2,0,7,,,,,,,,,
,,1333.794,,,,,,,,25 Shot Red Green Blue Yellow Pink Mine To Red Green Blue Yellow Pink Chrys Cake Fan,,,,,,,1,2,9,,,,,,,,,
,,1352.943,,,,,,,,16 Shot Red Strobing Peony Cake,,,,,,,1,0,1,,,,,,,,,
,,1365.922,,,,,,,,16 Shot Red Strobing Peony Cake,,,,,,,2,1,5,,,,,,,,,
,,1377.152,,,,,,,,36 Shot Popcorn Crackle Cake,,,,,,,0,1,9,,,,,,,,,
,,1390.349,,,,,,,,36 Shot Popcorn Crackle Cake,,,,,,,2,0,4,,,,,,,,,
,,1405.618,,,,,,,,36 Shot Popcorn Crackle Cake,,,,,,,1,1,10,,,,,,,,,
,,1405.618,,,,,,,,36 Shot Popcorn Crackle Cake,,,,,,,2,2,8,,,,,,,,,
,,1449.578,,,,,,,,Purple Flame Pot,,,,,,,0,0,15,,,,,,,,,
,,1451.578,,,,,,,,Purple Flame Pot,,,,,,,3,0,15,,,,,,,,,
,,1455.797,,,,,,,,,,,,,,,2,2,6,,,,,,,,,
,,1485.28,,,,,,,,,,,,,,,0,1,2,,,,,,,,,
,,1487.029,,,,,,,,,,,,,,,2,2,10,,,,,,,,,
,,1520.709,,,,,,,,,,,,,,,0,1,1,,,,,,,,,
,,1561.165,,,,,,,,12 Shot Gold Comet Cake,,,,,,,1,0,6,,,,,,,,,
,,1561.353,,,,,,,,12 Shot Gold Comet Cake,,,,,,,3,0,10,,,,,,,,,
,,1561.54,,,,,,,,12 Shot Gold Comet Cake,,,,,,,0,1,5,,,,,,,,,
,,1561.728,,,,,,,,12 Shot Gold Comet Cake,,,,,,,0,0,4,,,,,,,,,
,,1561.915,,,,,,,,12 Shot Gold Comet Cake,,,,,,,1,1,9,,,,,,,,,
,,1562.103,,,,,,,,12 Shot Gold Comet Cake,,,,,,,2,0,2,,,,,,,,,
,,1562.29,,,,,,,,12 Shot Gold Comet Cake,,,,,,,2,1,1,,,,,,,,,
,,1562.478,,,,,,,,12 Shot Gold Comet Cake,,,,,,,2,2,1,,,,,,,,,
,,1562.665,,,,,,,,12 Shot Gold Comet Cake,,,,,,,1,2,1,,,,,,,,,
,,1585.604,,,,,,,,36 Shot Purple Peony Cake,,,,,,,1,0,5,,,,,,,,,
,,1594.285,,,,,,,,Brocade w/ Purple Stars Shell,,,,,,,2,6,8,,,,,,,,,
,,1595.16,,,,,,,,Brocade w/ Purple Stars Shell,,,,,,,2,6,9,,,,,,,,,
,,1596.035,,,,,,,,Brocade w/ Purple Stars Shell,,,,,,,2,6,10,,,,,,,,,
,,1613.272,,,,,,,,Brocade w/ Purple Stars Shell,,,,,,,2,6,11,,,,,,,,,
,,1616.507,,,,,,,,Brocade w/ Purple Stars Shell,,,,,,,2,6,12,,,,,,,,,
,,1628.032,,,,,,,,9 Shot Purple Crackling Peony Cake,,,,,,,1,1,12,,,,,,,,,
,,1628.032,,,,,,,,36 Shot Purple Peony Cake,,,,,,,2,0,1,,,,,,,,,
,,1631.543,,,,,,,,7 Shot Purple Bombard w/ Purple Tail w/ Purple Mine Fan,,,,,,,3,0,14,,,,,,,,,
,,1631.543,,,,,,,,7 Shot Purple Bombard w/ Purple Tail w/ Purple Mine Fan,,,,,,,0,0,13,,,,,,,,,
,,1655.6,,,,,,,,,,,,,,,1,3,2,,,,,,,,,
,,1663.966,,,,,,,,9 Shot Gold Chrys Cake,,,,,,,2,2,12,,,,,,,,,
,,1668.383,,,,,,,,7 Shot Purple Bombard w/ Purple Tail w/ Purple Mine Fan,,,,,,,0,0,14,,,,,,,,,
,,1668.383,,,,,,,,7 Shot Purple Bombard w/ Purple Tail w/ Purple Mine Fan,,,,,,,3,0,13,,,,,,,,,
,,1701.829,,,,,,,,36 Shot Purple Peony Cake,,,,,,,2,1,8,,,,,,,,,
,,1730.096,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,1,3,8,,,,,,,,,
,,1731.258,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,1,1,13,,,,,,,,,
,,1733.363,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,0,1,6,,,,,,,,,
,,1734.473,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,1,0,4,,,,,,,,,
,,1737.707,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,2,2,4,,,,,,,,,
,,1748.773,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,2,0,0,,,,,,,,,
,,1749.023,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,0,0,10,,,,,,,,,
,,1749.273,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,1,2,2,,,,,,,,,
,,1749.523,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,2,1,3,,,,,,,,,
,,1749.773,,,,,,,,20 Shot Purple Crossette Cake,,,,,,,3,0,12,,,,,,,,,
,,1769.867,,,,,,,,36 Shot Purple Peony Cake,,,,,,,1,1,8,,,,,,,,,
,,1789.52,,,,,,,,9 Shot Gold Chrys Cake,,,,,,,0,0,2,,,,,,,,,
,,1833.332,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,13,,,,,,,,,
,,1833.936,,,,,,,,6 Shot Purple Dahlia Mine Fan,,,,,,,1,0,12,,,,,,,,,
,,1834.655,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,14,,,,,,,,,
,,1835.096,,,,,,,,6 Shot Purple Dahlia Mine Fan,,,,,,,2,0,14,,,,,,,,,
,,1835.914,,,,,,,,Palm w/ Green Pistil,,,,,,,2,6,15,,,,,,,,,
,,1839.439,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,5,6,,,,,,,,,
,,1839.785,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,5,7,,,,,,,,,
,,1840.131,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,5,8,,,,,,,,,
,,1840.477,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,5,9,,,,,,,,,
,,1840.824,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,5,10,,,,,,,,,
,,1841.17,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,5,11,,,,,,,,,
,,1841.516,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,5,12,,,,,,,,,
,,1841.862,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,2,4,6,,,,,,,,,
,,1842.208,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,2,4,7,,,,,,,,,
,,1842.554,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,2,4,12,,,,,,,,,
,,1842.901,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,2,4,8,,,,,,,,,
,,1843.247,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,2,4,9,,,,,,,,,
,,1843.593,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,2,4,10,,,,,,,,,
,,1843.939,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,2,4,11,,,,,,,,,
,,1849.62,,,,,,,,6 Shot Purple Dahlia Mine Fan,,,,,,,2,0,15,,,,,,,,,
,,1849.62,,,,,,,,6 Shot Purple Dahlia Mine Fan,,,,,,,1,0,13,,,,,,,,,
,,1851.212,,,,,,,,12 Shot Gold Comet Cake,,,,,,,1,1,6,,,,,,,,,
,,1851.479,,,,,,,,12 Shot Gold Comet Cake,,,,,,,0,1,12,,,,,,,,,
,,1851.745,,,,,,,,12 Shot Gold Comet Cake,,,,,,,1,0,7,,,,,,,,,
,,1852.012,,,,,,,,12 Shot Gold Comet Cake,,,,,,,1,2,3,,,,,,,,,
,,1852.279,,,,,,,,12 Shot Gold Comet Cake,,,,,,,2,2,11,,,,,,,,,
,,1852.545,,,,,,,,12 Shot Gold Comet Cake,,,,,,,2,0,9,,,,,,,,,
,,1852.812,,,,,,,,12 Shot Gold Comet Cake,,,,,,,2,1,2,,,,,,,,,
,,1878.76,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,3,7,,,,,,,,,
,,1879.348,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,3,8,,,,,,,,,
,,1879.936,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,3,9,,,,,,,,,
,,1880.525,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,3,10,,,,,,,,,
,,1881.113,,,,,,,,Bushy Gold Comet w/ Purple Mine,,,,,,,0,3,11,,,,,,,,,
