FIRING_HEADER_ROW,Time Cue Number,Ignition Event Time,Number Of Devices,Duration,Coordinates,Chain Identifier,Lockout Identifier,Device Delay,Prefire Delay,Effect Name,Caliber,Category,Angles,Position Name,Animation Description,Module,Socket,Slat Address,Cue,Firing Notes,Product ID,Manufacturer Product ID,Animation ID,Location Primary,Location Secondary,Price Per Device,Mortar Caliber,Track Identifier
FIRING_DATA_ROW,,56.326,1,18.55,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,49 Shot Gold Chrys w/ Varg Pistil Cake,"3""",Cakes,,Board 4,18.55s 49 Shot Gold Chrysanthemum w/ Variegated Pistil Cake (7 Rows),1,0,,9,,TM491,,,,,,,
FIRING_DATA_ROW,,79.755,1,2,-12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,12 Shot Crackling Gold Peony Cake,"3""",Cakes,,Board 3,2s 12 Shot Crackling Gold Peony Cake (1 Row),0,3,,0,,MS498 12s Finale Box Quick Crackle,,,,,,,
FIRING_DATA_ROW,,79.755,1,2,61.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,12 Shot Crackling Gold Peony Cake,"3""",Cakes,,Board 9,2s 12 Shot Crackling Gold Peony Cake (1 Row),2,1,,2,,MS498 12s Finale Box Quick Crackle,,,,,,,
FIRING_DATA_ROW,,85.689,1,14.69,61.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,100 Shot Red To Blue To White Comet Cake Z Shape,"3""",Cakes,,Board 9,14.69s 100 Shot Red To Blue To White Comet w/ Tail Z Shape Cake (10 Rows),2,1,,5,,TM102,,,,,,,
FIRING_DATA_ROW,,113.309,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,6,,11,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,113.351,1,0,12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Varg Mine Cake Fan,"5""",Cakes,,Board 5,0s 13 Shot Gold Comet w/ Blue & Green Mine Fnl Fan Cake (1 Row),1,1,,8,,222 13s FanSweep Twilight Glitter Comet w/ Multi Mine(01),,,,,,,
FIRING_DATA_ROW,,115.559,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,6,,15,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,117.809,1,1.83,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,Board 4,Gold Coconut Shell,3,1,,13,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,120.059,1,1.83,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,Board 4,Gold Coconut Shell,3,4,,15,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,122.309,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,6,,12,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,124.559,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,7,,0,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,126.809,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,6,,13,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,129.059,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,7,,1,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,131.309,1,1.83,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack A,Gold Coconut Shell,3,6,,14,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,131.909,1,21,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,36 Shot White Peony Cake,"3""",Cakes,,Board 6,21s 36 Shot White Peony Cake (6 Rows),1,2,,5,,GM428,,,,,,,
FIRING_DATA_ROW,,135.76,1,0,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Varg Mine Cake Fan,"5""",Cakes,,Board 4,0s 13 Shot Gold Comet w/ Blue & Green Mine Fnl Fan Cake (1 Row),1,0,,8,,222 13s FanSweep Twilight Glitter Comet w/ Multi Mine(01),,,,,,,
FIRING_DATA_ROW,,144.243,1,18.32,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,30 Shot Gold Mine To Brocade Crown Cake Z Shape,"3""",Cakes,,Board 4,18.32s 30 Shot Gold Mine To Brocade Crown Z Shape Cake (6 Rows),1,0,,6,,GM585A,,,,,,,
FIRING_DATA_ROW,,153.114,1,26,70.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,12 Shot Red & White & Blue Peony Cake,"3""",Cakes,,Board 10,26s 12 Shot Red & White & Blue Peony Cake (1 Row),2,2,,3,,GM484,,,,,,,
FIRING_DATA_ROW,,163.945,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,9,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,166.612,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,12,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,169.278,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,10,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,171.945,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,8,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,174.612,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,11,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,177.278,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,7,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,179.945,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,6,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,213.885,1,27.06,80.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.55,9 Shot Green Blue Red Yellow Peony w/ Falling Leaves Center Cake,"5""",Cakes,,Board 11,27.06s 9 Shot Green Blue Red Yellow Peony w/ Falling Leaves Core Cake (1 Row),2,3,,9,,Sailor's Nightmare,,,,,,,
FIRING_DATA_ROW,,243.98,1,21,-50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,36 Shot Blue Peony Cake,"3""",Cakes,,Board 0,21s 36 Shot Blue Peony Cake (6 Rows),0,0,,3,,GM429,,,,,,,
FIRING_DATA_ROW,,263.315,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,6,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,264.012,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,1,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,265.12,1,1.83,-27.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,32 Rack A,Gold Coconut Shell,3,1,,2,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,268.624,1,19,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,49 Shot Silver Comet To Time Rain Crackling Cake Fan,"3""",Cakes,,Board 7,19s 49 Shot Silver Comet To Tourbillions Fan Cake (7 Rows),1,3,,5,,TM502,,,,,,,
FIRING_DATA_ROW,,270.53,1,12,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,,"3""",Cakes,,Board 7,12s 13 Shot Green Crossette Cake Fan (1 Row),1,3,,8,,203 Green Crossette sweep,,,,,,,
FIRING_DATA_ROW,,290.698,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,1,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,294.172,1,24.5,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,81 Shot Coconut w/ Varg Pistil Cake Z Shape,"3""",Cakes,,Board 7,24.5s 81 Shot Coconut w/ Variegated Pistil Cake Z Shape (9 Rows),1,3,,2,,TM113,,,,,,,
FIRING_DATA_ROW,,318.517,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,2,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,320.517,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,3,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,322.517,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,4,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,324.517,1,1.83,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack C,Gold Coconut Shell,4,2,,5,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,329.426,1,14.69,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,100 Shot Red To Blue To White Comet Cake Z Shape,"3""",Cakes,,Board 2,14.69s 100 Shot Red To Blue To White Comet w/ Tail Z Shape Cake (10 Rows),0,2,,1,,TM102,,,,,,,
FIRING_DATA_ROW,,332.866,1,0,50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Blue Mine Cake Fan,"5""",Cakes,,Board 8,0s 13 Shot Gold Comet w/ Blue Mine Cake Fan (1 Row),2,0,,10,,165 11s SuperSweep Golden Rain Comet w/ Blue Mine,,,,,,,
FIRING_DATA_ROW,,347.748,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,7,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,349.748,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,8,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,351.748,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,9,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,355.888,1,28.68,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,49 Shot Crackling Strobing Peony Cake,"3""",Cakes,,Board 7,28.68s 49 Shot Crackling Strobing Peony Cake (7 Rows),1,3,,0,,TM118,,,,,,,
FIRING_DATA_ROW,,385.08,1,18.32,80.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,30 Shot Gold Mine To Brocade Crown Cake Z Shape,"3""",Cakes,,Board 11,18.32s 30 Shot Gold Mine To Brocade Crown Z Shape Cake (6 Rows),2,3,,0,,GM585A,,,,,,,
FIRING_DATA_ROW,,407.213,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,13,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,408.284,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,10,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,410.284,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,11,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,412.284,1,1.83,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Gold Coconut Shell,"3""",Shells,,50 Rack B,Gold Coconut Shell,3,2,,12,,Mortar Gold Coconut,,,,,,,
FIRING_DATA_ROW,,417.341,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -35.010000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-35.01,Comets A,Silver Comet w/ Blue,0,4,,0,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,418.341,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -23.340000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-23.34,Comets A,Silver Comet w/ Blue,0,4,,1,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,419.341,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -11.670000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-11.67,Comets A,Silver Comet w/ Blue,0,4,,2,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,420.341,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,,Comets A,Silver Comet w/ Blue,0,4,,3,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,421.341,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 11.670000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,11.67,Comets A,Silver Comet w/ Blue,0,4,,4,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,422.341,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 23.340000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,23.34,Comets A,Silver Comet w/ Blue,0,4,,5,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,423.341,1,1.61,-44.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 35.010000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,35.01,Comets A,Silver Comet w/ Blue,0,4,,6,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,424.341,1,1.61,15.000000 0.000000 -18.000000 0.000000 0.000000 0.000000 90.000000 -35.010000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-35.01,Comets B,Silver Comet w/ Blue,0,6,,14,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,425.341,1,1.61,15.000000 0.000000 -18.000000 0.000000 0.000000 0.000000 90.000000 -23.340000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-23.34,Comets B,Silver Comet w/ Blue,0,6,,15,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,426.341,1,1.61,15.000000 0.000000 -18.000000 0.000000 0.000000 0.000000 90.000000 -11.670000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-11.67,Comets B,Silver Comet w/ Blue,0,7,,0,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,427.341,1,1.61,15.000000 0.000000 -18.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,,Comets B,Silver Comet w/ Blue,0,7,,1,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,428.341,1,1.61,15.000000 0.000000 -18.000000 0.000000 0.000000 0.000000 90.000000 11.670000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,11.67,Comets B,Silver Comet w/ Blue,0,7,,2,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,429.341,1,1.61,15.000000 0.000000 -18.000000 0.000000 0.000000 0.000000 90.000000 23.340000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,23.34,Comets B,Silver Comet w/ Blue,0,7,,3,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,430.341,1,1.61,15.000000 0.000000 -18.000000 0.000000 0.000000 0.000000 90.000000 35.010000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,35.01,Comets B,Silver Comet w/ Blue,0,7,,4,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,431.341,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -35.010000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-35.01,Comets C,Silver Comet w/ Blue,2,6,,0,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,432.341,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -23.340000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-23.34,Comets C,Silver Comet w/ Blue,2,6,,1,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,433.341,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 -11.670000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,-11.67,Comets C,Silver Comet w/ Blue,2,6,,2,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,434.341,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,,Comets C,Silver Comet w/ Blue,2,6,,3,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,435.341,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 11.670000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,11.67,Comets C,Silver Comet w/ Blue,2,6,,4,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,436.341,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 23.340000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,23.34,Comets C,Silver Comet w/ Blue,2,6,,5,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,437.341,1,1.61,81.000000 0.000000 -19.000000 0.000000 0.000000 0.000000 90.000000 35.010000 0.000000,,,0,0,Silver Comet w/ Blue,"3""",Comets,35.01,Comets C,Silver Comet w/ Blue,2,6,,6,,Twilight Glitter Comet w/ Blue Tip,,,,,,,
FIRING_DATA_ROW,,438.709,1,2,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,12 Shot Crackling Gold Peony Cake,"3""",Cakes,,Board 7,2s 12 Shot Crackling Gold Peony Cake (1 Row),1,3,,1,,MS498 12s Finale Box Quick Crackle,,,,,,,
FIRING_DATA_ROW,,441.721,1,2,50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,12 Shot Crackling Gold Peony Cake,"3""",Cakes,,Board 8,2s 12 Shot Crackling Gold Peony Cake (1 Row),2,0,,2,,MS498 12s Finale Box Quick Crackle,,,,,,,
FIRING_DATA_ROW,,444.159,1,2,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,12 Shot Crackling Gold Peony Cake,"3""",Cakes,,Board 6,2s 12 Shot Crackling Gold Peony Cake (1 Row),1,2,,3,,MS498 12s Finale Box Quick Crackle,,,,,,,
FIRING_DATA_ROW,,469.692,1,25,70.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 10,25s 25 Shot Silver Tourbillions Cake (5 Rows),2,2,,7,,MS500E,,,,,,,
FIRING_DATA_ROW,,469.692,1,25,50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 8,25s 25 Shot Silver Tourbillions Cake (5 Rows),2,0,,4,,MS500E,,,,,,,
FIRING_DATA_ROW,,469.692,1,25,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,0,25 Shot Silver Tourbillion Cake,"3""",Cakes,,Board 6,25s 25 Shot Silver Tourbillions Cake (5 Rows),1,2,,4,,MS500E,,,,,,,
