FIRING_HEADER_ROW,Time Cue Number,Ignition Event Time,Number Of Devices,Duration,Coordinates,Chain Identifier,Lockout Identifier,Device Delay,Prefire Delay,Effect Name,Caliber,Category,Angles,Position Name,Animation Description,Module,Socket,Cue,Firing Notes,Product ID,Manufacturer Product ID,Animation ID,Location Primary,Location Secondary,Price Per Device,Mortar Caliber,Track Identifier
FIRING_DATA_ROW,,20.855,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,3,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,23.072,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,3,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,25.29,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,4,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,27.507,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,4,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,29.724,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,4,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,31.942,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,5,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,34.159,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,5,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,36.377,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,6,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,38.594,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,6,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,40.811,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,7,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,43.029,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,5,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,45.246,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,6,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,47.464,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,7,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,49.209,1,22,70.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000,,,0,3,25 Shot Gold Mine To Gold Brocade Cake,"3""",Cakes,2,Board 10,22s 25 Shot Variegated Mine To Coconut Shell Cake Fan (5 Rows),2,2,3,,Fill the Sky,,,,,,,
FIRING_DATA_ROW,,85.938,1,42,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,2.02,25 Shot Ear Shape Chrys Cake,"3""",Cakes,1,Board 7,42s 25 Shot Ear Chrysanthemum Cake (5 Rows),1,3,7,,645 25s Z Brocade Waterfall,,,,,,,
FIRING_DATA_ROW,,125.872,1,18.32,-50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,30 Shot Gold Mine To Brocade Crown Cake Z Shape,"3""",Cakes,,Board 0,18.32s 30 Shot Gold Mine To Brocade Crown Z Shape Cake (6 Rows),0,0,2,,GM585A,,,,,,,
FIRING_DATA_ROW,,145.468,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,8,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,148.774,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,9,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,151.779,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,10,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,157.981,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,11,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,159.41,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,8,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,160.838,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,12,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,162.267,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,9,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,163.695,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,10,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,165.124,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,7,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,166.552,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,8,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,167.981,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,13,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,169.41,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,9,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,170.838,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,11,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,172.267,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,10,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,173.695,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,14,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,175.124,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,4,15,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,175.969,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,4,11,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,176.552,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,4,12,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,177.572,1,14.59,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2,16 Shot Red Strobing Peony Cake,"3""",Cakes,,Board 2,14.59s 16 Shot Red Strobing Peony Cake (4 Rows),0,2,3,,486 16shot Ruby Red Strobe,,,,,,,
FIRING_DATA_ROW,,192.486,1,17.2,80.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,2,Board 11,17.2s 12 Shot Flying Fish Cake (1 Row),2,3,4,,10042,,,,,,,
FIRING_DATA_ROW,,192.772,1,17.2,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,1,Board 6,17.2s 12 Shot Flying Fish Cake (1 Row),1,2,4,,10042,,,,,,,
FIRING_DATA_ROW,,193.057,1,17.2,-37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,,Board 1,17.2s 12 Shot Flying Fish Cake (1 Row),0,1,1,,10042,,,,,,,
FIRING_DATA_ROW,,193.343,1,17.2,70.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,2,Board 10,17.2s 12 Shot Flying Fish Cake (1 Row),2,2,9,,10042,,,,,,,
FIRING_DATA_ROW,,193.629,1,17.2,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,,Board 2,17.2s 12 Shot Flying Fish Cake (1 Row),0,2,8,,10042,,,,,,,
FIRING_DATA_ROW,,193.915,1,17.2,12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,1,Board 5,17.2s 12 Shot Flying Fish Cake (1 Row),1,1,8,,10042,,,,,,,
FIRING_DATA_ROW,,194.2,1,17.2,50.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,2,Board 8,17.2s 12 Shot Flying Fish Cake (1 Row),2,0,4,,10042,,,,,,,
FIRING_DATA_ROW,,194.486,1,17.2,61.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000,,,0,3.02,12 Shot Fish Cake,"3""",Cakes,2,Board 9,17.2s 12 Shot Flying Fish Cake (1 Row),2,1,5,,10042,,,,,,,
FIRING_DATA_ROW,,209.851,1,19.23,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,3.02,25 Shot Red Glittering Peony Cake,"3""",Cakes,1,Board 4,19.23s 25 Shot Red Strobing Peony Cake Fan (5 Rows),1,0,4,,10024 fade to red,,,,,,,
FIRING_DATA_ROW,,214.775,1,0,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,0,13 Shot Gold Comet w/ Blue Mine Cake Fan,"5""",Cakes,1,Board 6,0s 13 Shot Gold Comet w/ Blue Mine Cake Fan (1 Row),1,2,12,,165 11s SuperSweep Golden Rain Comet w/ Blue Mine,,,,,,,
FIRING_DATA_ROW,,229.169,1,18.32,-25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,30 Shot Gold Mine To Brocade Crown Cake Z Shape,"3""",Cakes,,Board 2,18.32s 30 Shot Gold Mine To Brocade Crown Z Shape Cake (6 Rows),0,2,5,,GM585A,,,,,,,
FIRING_DATA_ROW,,247.278,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,0,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,249.421,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,1,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,251.564,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,2,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,253.707,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,4,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,255.849,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,5,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,257.992,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,6,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,260.135,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,7,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,262.278,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,8,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,264.421,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,9,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,266.564,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,10,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,268.707,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,11,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,270.849,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,12,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,272.992,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,13,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,275.135,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,14,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,277.278,1,1.84,13.000000 0.000000 -27.000000 0.000000 0.000000 0.000000 90.000000 1.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,1,50 Rack B,Palm w/ Green Pistil,1,5,15,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,302.068,1,14.59,25.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,2,16 Shot Red Strobing Peony Cake,"3""",Cakes,1,Board 6,14.59s 16 Shot Red Strobing Peony Cake (4 Rows),1,2,6,,486 16shot Ruby Red Strobe,,,,,,,
FIRING_DATA_ROW,,314.552,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,6,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,317.936,1,14.59,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,2,16 Shot Red Strobing Peony Cake,"3""",Cakes,1,Board 7,14.59s 16 Shot Red Strobing Peony Cake (4 Rows),1,3,4,,486 16shot Ruby Red Strobe,,,,,,,
FIRING_DATA_ROW,,329.991,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,7,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,332.009,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,8,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,334.59,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,5,5,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,338.716,1,18.32,-37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,3.02,30 Shot Gold Mine To Brocade Crown Cake Z Shape,"3""",Cakes,,Board 1,18.32s 30 Shot Gold Mine To Brocade Crown Z Shape Cake (6 Rows),0,1,3,,GM585A,,,,,,,
FIRING_DATA_ROW,,361.654,1,13.5,37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,0,49 Shot Varg Mine w/ Tail z Cake,"5""",Cakes,1,Board 7,13.5s 49 Shot Variegated Mine w/ Tail Cake Z Shape (7 Rows),1,3,6,,Colorful World of Ghostmines,,,,,,,
FIRING_DATA_ROW,,377.33,1,24.5,-37.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,,0,2.8,36 Shot Gold Coconut Cake,"3""",Cakes,,Board 1,24.5s 36 Shot Gold Coconut Cake (6 Rows),0,1,2,,GM 698,,,,,,,
FIRING_DATA_ROW,,401.997,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,9,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,403.504,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,11,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,405.997,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,10,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,407.504,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,12,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,409.997,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,5,6,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,411.504,1,1.84,76.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 2.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,2,50 Rack C,Palm w/ Green Pistil,2,5,7,,Mortar green palm,,,,,,,
FIRING_DATA_ROW,,417.313,1,13.5,80.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000,,,0,0,49 Shot Varg Mine w/ Tail z Cake,"5""",Cakes,2,Board 11,13.5s 49 Shot Variegated Mine w/ Tail Cake Z Shape (7 Rows),2,3,1,,Colorful World of Ghostmines,,,,,,,
FIRING_DATA_ROW,,433.534,1,13.5,12.500000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,0,20 Shot Rainbow Glittering Comet Fan Cake,"3""",Cakes,1,Board 5,13.5s 20 Shot Rainbow Glittering Comet Fan Cake (4 Rows),1,1,10,,GM 901,,,,,,,
FIRING_DATA_ROW,,451.311,1,18.15,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,3.02,36 Shot Popcorn Crackle Cake,"3""",Cakes,1,Board 4,18.15s 36 Shot Popcorn Crackle Cake (6 Rows),1,0,1,,10024 gm416,,,,,,,
FIRING_DATA_ROW,,470.482,1,13.5,0.000000 0.000000 -8.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000,,,0,0,20 Shot Rainbow Glittering Comet Fan Cake,"3""",Cakes,1,Board 4,13.5s 20 Shot Rainbow Glittering Comet Fan Cake (4 Rows),1,0,3,,GM 901,,,,,,,
FIRING_DATA_ROW,,492.135,1,1.84,-59.000000 0.000000 -28.000000 0.000000 0.000000 0.000000 90.000000 0.000000 0.000000,,,0,3.02,Palm w/ Green Pistil,"3""",Shells,,50 Rack A,Palm w/ Green Pistil,0,5,14,,Mortar green palm,,,,,,,
